pairID	gold_label	Sentence1	Sentence2	Explanation_1	Sentence1_si	Sentence2_si	Explanation_1_si
3118534315.jpg#0r1e	entailment	A man with a video camera is taping while another paints art while onlookers pass by.	A guy is recording in public.	A man is video camera on lookers pass the another side saw the recording in public	Moški z videokamero snema, medtem ko drugi slika, medtem ko opazovalci mimoidoče.	Tip snema v javnosti.	Moški je video kamero na gledalcih mimo druge strani videl posnetek v javnosti
2308491551.jpg#3r1e	entailment	Several people in three elevators.	Some humans in elevators.	people are humans	Več ljudi v treh dvigalih.	Nekaj ljudi v dvigalih.	ljudje smo ljudje
4475663002.jpg#0r1e	entailment	A lady wearing a headset and a microphone talking on the phone and standing next to a light pole waiting to cross the street.	A woman waits to cross the street safely while she chats with headset and microphone.	Both sentence are talking about microphone	Gospa s slušalkami in mikrofonom se pogovarja po telefonu in stoji ob svetlobnem drogu ter čaka, da prečka ulico.	Ženska čaka, da varno prečka ulico, medtem ko klepeta s slušalkami in mikrofonom.	Oba stavka govorita o mikrofonu
3937722644.jpg#0r3c	contradiction	Asian people sitting on an airplane waiting as the flight attendants is serving them food.	People are not on a plane.	PEOPLE NOT ON A PLANE CANNOT BE PEOPLE SITTING ON PLANE	Azijci sedijo na letalu in čakajo, ko jim stevardesa streže hrano.	Ljudje niso na letalu.	LJUDJE, KI NISO NA LETALU, NE MOREJO BITI LJUDJE, KI SEDIJO NA LETALU
7013217.jpg#3r1e	entailment	Two men abroad enjoy talking about their differences.	Two men abroad are talking about what makes them unique.	Differences make you unique or different than others.	Dva moška v tujini rada govorita o svojih razlikah.	Dva moška v tujini se pogovarjata o tem, kaj ju dela edinstvena.	Zaradi razlik ste edinstveni ali drugačni od drugih.
303103209.jpg#4r1n	neutral	A girl in a gray sweater reads.	The girl is reading a magazine.	Sentence 1 is missing magazine.	Dekle v sivem puloverju bere.	Deklica bere revijo.	V 1. stavku manjka revija.
1288909046.jpg#3r1n	neutral	A dog jumps into a swimming pool after a toy.	A poodle jumps into a swimming pool after a squeaky toy.	You can not infer the dog is a poodle.	Pes skoči v bazen za igračo.	Pudelj skoči v bazen za škripajočo igračo.	Ne morete sklepati, da je pes pudelj.
4571627369.jpg#2r1n	neutral	A photographer holds up the camera to get a better shot.	A photographer is taking photos	A camera could be used to take video rather than for taking photos.	Fotograf dvigne kamero, da bi naredil boljši posnetek.	Fotograf fotografira	Fotoaparat bi lahko uporabili za snemanje videa in ne za fotografiranje.
1596758323.jpg#0r5n	neutral	Two brunette ladies walking wearing white flowing dress passes by a huge billboard of a father and son playing golf.	Two tall ladies are walking.	not all ladies are tall	Dve rjavolaski dami, oblečeni v belo padajočo obleko, hodita mimo ogromnega panoja očeta in sina, ki igrata golf.	Hodita dve visoki dami.	niso vse dame visoke
11337976.jpg#3r3c	contradiction	A man on a motorcycle with no shirt on at a bike event.	A man is riding in his truck on a farm.	A motorcycle and a truck are different vehicles.	Moški na motorju brez majice na kolesarski prireditvi.	Moški se vozi v svojem tovornjaku po kmetiji.	Motorno kolo in tovornjak sta različni vozili.
4440310504.jpg#1r1e	entailment	A man and a woman, both in white hats, khaki pants and dark jackets are crossing the street.	People are crossing the road.	A man and a woman are people.	Moški in ženska, oba v belih klobukih, kaki hlačah in temni jakni prečkata ulico.	Ljudje prečkajo cesto.	Moški in ženska sta človeka.
105223874.jpg#2r3n	neutral	A little boy with a blue shirt on sitting on the ground playing with legos.	A mom watches her boy play with legos.	Not every child playing in the ground with legos while his mom watches.	Deček z modro srajco sedi na tleh in se igra z lego kockami.	Mama opazuje svojega fantka, kako se igra z lego kockami.	Ne igra se vsak otrok v tleh z lego kockami, medtem ko mama gleda.
170405864.jpg#0r1c	contradiction	The South American dancer is with a small boy during Carnival'.	The dancer is with a young girl during Carnival.	The dancer can't dance with both a young girl and a small boy at once.	Južnoameriška plesalka je z majhnim dečkom med karnevalom.	Plesalec je z mladim dekletom med karnevalom.	Plesalec ne more plesati tako z dekletom kot z majhnim fantom hkrati.
149110905.jpg#2r2n	neutral	Brightly dressed men doing acrobatics on a log.	The men are performing for a party	Doing acrobatics does not imply performing for a party.	Živo oblečeni moški izvajajo akrobacije na hlodu.	Moški nastopajo za zabavo	Ukvarjanje z akrobacijami ne pomeni nastopanja za zabavo.
2295894587.jpg#2r1e	entailment	A white dog is running through the snow.	A dog running through snow.	A white dog is a dog.	Beli pes teče po snegu.	Pes, ki teče po snegu.	Beli pes je pes.
133189853.jpg#0r3e	entailment	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	the man is wearign a tuxedo	Wearing the same thing implies he is wearing a tuxedo.	Moški, oblečen v smoking, telovnik in metuljček, na lice poljublja drugega moškega, ki nosi isto stvar.	moški je oblečen v smoking	Če nosi isto stvar, pomeni, da nosi smoking.
4199589368.jpg#1r1n	neutral	A heavyset girl in a striped dress with glasses is holding hands with someone while she is receiving some sort of medical treatment.	The heavy girl has diabetes and is getting treated.	Just because she is heavy and is getting treatment doesn't mean she has diabetes.	Debelo dekle v črtasti obleki z očali se z nekom drži za roke, medtem ko prejema nekakšno zdravljenje.	Težko dekle ima sladkorno bolezen in se zdravi.	Samo zato, ker je težka in se zdravi, še ne pomeni, da ima sladkorno bolezen.
3256043113.jpg#4r1c	contradiction	Vocalist singing into a microphone.	The vocalist sings without a microphone.	The vocalist can't be singing into a microphone at the same time as she sings without a microphone.	Pevec poje v mikrofon.	Pevec poje brez mikrofona.	Pevka ne more hkrati peti v mikrofon, ko poje brez mikrofona.
5820828817.jpg#3r1n	neutral	A blond little girl looks through a pair of green binoculars.	The girl is smart	Looking through binoculars does not imply that the girl is smart.	Plavolasa deklica gleda skozi zeleni daljnogled.	Dekle je pametno	Pogled skozi daljnogled ne pomeni, da je dekle pametno.
10919429.jpg#3r2n	neutral	A man and children work on the engine of an old truck.	A man is teaching children how to work on the engine of an old truck.	Just because a man and children are working on the engine, does not imply that the man is teaching the children.	Moški in otroci delajo na motorju starega tovornjaka.	Moški uči otroke dela na motorju starega tovornjaka.	Samo zato, ker moški in otroci delajo na motorju, ne pomeni, da moški uči otroke.
4786057236.jpg#3r1e	entailment	A mustachioed man plays the accordion on the street.	The man has a mustache	mustachioed man is same as man has a mustache	Brkati moški na ulici igra harmoniko.	Moški ima brke	brkati moški je enako kot moški z brki
4459992117.jpg#3r1c	contradiction	A woman with pink hair poses on a street corner with two pink dogs.	The black dogs match their owners hair.	"Pink hair is different than black hair( the owners hair is black as it matches the dogs hair which is black). Two is a specific number and the use of ""The"" for the dogs (plural) can mean any number of 2 or  more, also pink is very different than black."	Ženska z rožnatimi lasmi pozira na uličnem vogalu z dvema rožnatima psoma.	Črni psi se ujemajo z lasmi svojih lastnikov.	Rožnata dlaka se razlikuje od črne dlake (lastnikova dlaka je črna, saj se ujema z dlako psa, ki je črna). Dve je določeno število in uporaba &quot;The&quot; za pse (množina) lahko pomeni poljubno število 2 ali več, prav tako se roza zelo razlikuje od črne.
1568723169.jpg#1r5n	neutral	A young boy wearing over-sized blue tank top and shorts, and a red and blue cap, is looking through the viewfinder on a camera placed on a tripod.	A boy trying out a new camera that was given to him as a gift.	Looking through a viewfinder of a camera does not imply the camera is new or that it was a gift.	Mlad fant, oblečen v preveliko modro majico brez rokavov, kratke hlače in rdeče-modro čepico, gleda skozi iskalo kamere, nameščene na stojalu.	Fant preizkuša nov fotoaparat, ki ga je dobil kot darilo.	Pogled skozi iskalo fotoaparata ne pomeni, da je fotoaparat nov ali da je bil darilo.
5192912743.jpg#3r1n	neutral	Two children are both reaching for a soccer ball.	The soccerball is red and white.	Not all soccer ball is red and white.	Dva otroka segata po nogometni žogi.	Nogometna žoga je rdeče-bela.	Ni vsaka nogometna žoga rdeče-bela.
1196746186.jpg#2r1c	contradiction	A child hold green shoes is walking in the sand by the water.	A child is walking in the sand in the dessert.	Water and dessert are not same.	Otrok, ki drži zelene čevlje, hodi po pesku ob vodi.	Otrok hodi po pesku v sladici.	Voda in sladica nista isto.
4460706852.jpg#0r4e	entailment	The woman is wearing sunglasses in the middle of a street and is standing next to a RoadWork Ahead sign.	A woman is standing next to a sign.	The sign reads RoadWork Ahead.	Ženska nosi sončna očala sredi ulice in stoji ob znaku RoadWork Ahead.	Ženska stoji poleg znaka.	Znak se glasi RoadWork Ahead.
4510764354.jpg#4r1n	neutral	A man is singing in church.	The man is singing a hymn.	Just because a man is singing in church does not necessary that he is singing a hymn.	Moški poje v cerkvi.	Moški poje himno.	Samo zato, ker človek poje v cerkvi, ni nujno, da poje himno.
3726170067.jpg#4r1c	contradiction	A bald man wearing glasses.	A man with hair is wearing contacts	A bald man doesn't have hair. Glasses are not contacts.	Plešast moški z očali.	Moški z lasmi nosi kontaktne leče	Plešast moški nima las. Očala niso kontaktna.
3247807215.jpg#0r2e	entailment	Three male and female pairs of dancers are on the stage at the ballet, with other ballerinas in the background.	There are dancers on the stage.	"If ""Three male and female pairs"" of dancers are on the stage then there are dancers on the stage."	Na baletnem odru so trije plesalci in plesalke, v ozadju pa druge balerine.	Na odru so plesalci.	Če so na odru &quot;trije moški in ženski pari&quot; plesalcev, so na odru plesalci.
4787655421.jpg#3r1n	neutral	A man recreates a joust from mid-evil times.	A man is preparing for a reenactment of a war.	Jousts from mid-evil times weren't always during war. Jousts can be recreated for things other than reenactments.	Moški poustvari dvoboj iz srednjih zlih časov.	Človek se pripravlja na uprizoritev vojne.	Dvoboji iz srednjih zlih časov niso bili vedno med vojno. Dvoboje je mogoče poustvariti za stvari, ki niso rekonstrukcije.
4813609218.jpg#2r1e	entailment	A woman in a blue dress carrying a purse and walking down the sidewalk.	A woman walking outside.	Sidewalk is outside.	Ženska v modri obleki, ki nosi torbico in hodi po pločniku.	Ženska, ki hodi zunaj.	Zunaj je pločnik.
288406480.jpg#3r1c	contradiction	One child sitting in a stroller, wearing a stethoscope.	The stroller is on fire.	If the stroller is on fire, a child wouldn't be sitting in it.	En otrok sedi v vozičku in nosi stetoskop.	Voziček gori.	Če voziček gori, v njem ne bi sedel otrok.
4728183104.jpg#4r1c	contradiction	A man pours a beer at a restaurant.	A man is at home.	you cannot be at a restaurant and at home simultaneously	Moški toči pivo v restavraciji.	Moški je doma.	ne moreš biti hkrati v restavraciji in doma
103031977.jpg#4r3e	entailment	Multiple students sitting on stairs at a school.	A group of students are inside a school.	students sitting on stairs at a school means students are inside a school	Več učencev sedi na stopnicah v šoli.	Skupina učencev je v šoli.	učenci, ki sedijo na stopnicah v šoli, pomeni, da so učenci znotraj šole
6194677011.jpg#2r1e	entailment	A researcher analyzes the image being displayed from the microscope.	A researcher has the proper tools for analysis work.	Microscope is a tool.	Raziskovalec analizira sliko, prikazano iz mikroskopa.	Raziskovalec ima ustrezna orodja za analitično delo.	Mikroskop je orodje.
6075614739.jpg#4r1n	neutral	Man in hard hat and neon shirt guards an outside eating area.	A guy is protecting his job site	Just because a man in hard hat and neon shirt guards an outside eating area does not mean that he is protecting his job site.	Moški s čelado in neonsko srajco straži zunanji jedilni prostor.	Tip varuje svoje delovno mesto	Samo zato, ker moški s čelado in neonsko majico straži zunanji jedilni prostor, še ne pomeni, da varuje svoje delovišče.
4681944456.jpg#2r3e	entailment	Little girl wearing a colorful hat while propped up on a cushion.	A girl is wearing a hat.	"""hat"" falls under the umbrella of colorful hat"	Deklica s pisanim klobukom, naslonjena na blazino.	Deklica nosi klobuk.	&quot;klobuk&quot; spada pod okrilje pisanega klobuka
